id,Q246,Q246_6_TEXT,Team_id,remove_team,self_leader,self_leader_2,self_leader_3,squestion,alter_id,Q13,Q14,Q15,Q16,Q17,Q82,Q83,Q84,Q85,Q86,Q89,Q90,Q91,Q92,Q93
428,4,NA,2_3_12,0,TRUE,TRUE,TRUE,2,168,5,6,6,NA,FALSE,7,7,7,1,FALSE,7,7,7,NA,FALSE
428,4,NA,2_3_12,0,TRUE,TRUE,TRUE,4,vero2_3_12,NA,NA,NA,NA,NA,3,3,3,6,FALSE,NA,NA,3,5,FALSE
140,2,NA,2_3_12,0,FALSE,FALSE,FALSE,1,168,7,7,7,1,FALSE,7,7,7,1,FALSE,7,7,7,1,FALSE
140,2,NA,2_3_12,0,FALSE,FALSE,FALSE,2,428,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
140,2,NA,2_3_12,0,FALSE,FALSE,FALSE,4,vero2_3_12,NA,NA,NA,NA,NA,4,5,3,4,FALSE,4,6,4,3,FALSE
168,5,NA,2_3_12,0,FALSE,TRUE,TRUE,1,428,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
168,5,NA,2_3_12,0,FALSE,TRUE,TRUE,2,140,7,6,7,1,FALSE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
168,5,NA,2_3_12,0,FALSE,TRUE,TRUE,4,vero2_3_12,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,7,FALSE
691,2,NA,3_4_12,0,TRUE,TRUE,TRUE,1,114,5,5,6,2,TRUE,5,5,5,2,TRUE,6,6,5,2,TRUE
691,2,NA,3_4_12,0,TRUE,TRUE,TRUE,4,vero3_4_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,5,4,2,FALSE
114,1,NA,3_4_12,0,TRUE,TRUE,TRUE,1,691,6,5,6,1,FALSE,6,5,7,1,TRUE,7,6,7,1,TRUE
114,1,NA,3_4_12,0,TRUE,TRUE,TRUE,4,vero3_4_12,NA,NA,NA,NA,NA,2,1,1,4,FALSE,1,2,1,6,FALSE
652,4,NA,3_5_12,0,TRUE,TRUE,TRUE,1,683,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,6,NA,TRUE
652,4,NA,3_5_12,0,TRUE,TRUE,TRUE,4,vero3_5_12,NA,NA,NA,NA,NA,5,6,6,2,TRUE,7,7,7,2,TRUE
683,4,NA,3_5_12,0,TRUE,TRUE,TRUE,1,652,7,7,7,7,TRUE,7,7,7,7,TRUE,7,7,7,7,TRUE
683,4,NA,3_5_12,0,TRUE,TRUE,TRUE,4,vero3_5_12,NA,NA,NA,NA,NA,7,7,7,7,TRUE,7,7,7,7,TRUE
208,1,NA,3_6_12,0,TRUE,TRUE,TRUE,1,147 (175),6,6,5,NA,FALSE,6,6,6,NA,TRUE,6,6,6,NA,TRUE
208,1,NA,3_6_12,0,TRUE,TRUE,TRUE,4,vero3_6_12,NA,NA,NA,NA,NA,4,5,6,NA,TRUE,5,5,5,NA,TRUE
147 (175),5,NA,3_6_12,0,TRUE,TRUE,FALSE,1,208,5,5,5,2,TRUE,4,5,5,1,TRUE,5,6,5,NA,FALSE
147 (175),5,NA,3_6_12,0,TRUE,TRUE,FALSE,4,vero3_6_12,NA,NA,NA,NA,NA,5,5,5,2,TRUE,7,6,7,NA,TRUE
139,5,NA,3_7_12,0,FALSE,FALSE,FALSE,1,149,5,7,6,1,FALSE,7,7,6,1,TRUE,7,7,7,NA,TRUE
139,5,NA,3_7_12,0,FALSE,FALSE,FALSE,4,vero3_7_12,NA,NA,NA,NA,NA,3,3,3,1,FALSE,5,6,7,NA,FALSE
149,4,NA,3_7_12,0,TRUE,TRUE,TRUE,1,139,7,7,7,1,FALSE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
149,4,NA,3_7_12,0,TRUE,TRUE,TRUE,4,vero3_7_12,NA,NA,NA,NA,NA,5,5,7,3,TRUE,5,5,7,3,TRUE
128,2,NA,1_8_12,0,TRUE,TRUE,TRUE,1,290,7,7,7,1,FALSE,7,7,7,1,FALSE,7,7,7,7,FALSE
128,2,NA,1_8_12,0,TRUE,TRUE,TRUE,4,vero1_8_12,NA,NA,NA,NA,NA,7,6,7,2,FALSE,5,6,7,7,FALSE
290,5,NA,1_8_12,0,TRUE,TRUE,TRUE,1,128,5,6,5,3,TRUE,5,6,5,2,TRUE,5,6,5,2,TRUE
290,5,NA,1_8_12,0,TRUE,TRUE,TRUE,4,vero1_8_12,NA,NA,NA,NA,NA,5,5,5,2,FALSE,3,3,4,3,FALSE
155,5,NA,3_1_7,0,TRUE,TRUE,TRUE,1,448,3,3,3,1,TRUE,4,4,4,1,TRUE,4,4,4,1,TRUE
155,5,NA,3_1_7,0,TRUE,TRUE,TRUE,2,714,3,3,3,1,FALSE,4,4,4,1,TRUE,4,4,4,1,TRUE
155,5,NA,3_1_7,0,TRUE,TRUE,TRUE,4,vero3_1_7,NA,NA,NA,NA,NA,4,4,4,1,TRUE,4,4,4,1,TRUE
714,5,NA,3_1_7,0,TRUE,TRUE,TRUE,1,155,6,5,7,4,TRUE,7,7,7,1,TRUE,7,6,7,1,TRUE
714,5,NA,3_1_7,0,TRUE,TRUE,TRUE,2,448,5,6,6,4,FALSE,7,7,7,1,TRUE,7,6,7,1,TRUE
714,5,NA,3_1_7,0,TRUE,TRUE,TRUE,4,vero3_1_7,NA,NA,NA,NA,NA,7,7,7,1,FALSE,7,6,7,1,FALSE
448,4,NA,3_1_7,0,FALSE,FALSE,FALSE,1,155,7,7,7,1,TRUE,7,6,6,1,FALSE,7,7,7,1,FALSE
448,4,NA,3_1_7,0,FALSE,FALSE,FALSE,2,714,7,5,6,2,FALSE,7,6,6,1,TRUE,7,7,7,1,TRUE
448,4,NA,3_1_7,0,FALSE,FALSE,FALSE,4,vero3_1_7,NA,NA,NA,NA,NA,4,4,5,2,FALSE,4,5,6,2,FALSE
773,5,NA,1_2_7,0,TRUE,TRUE,TRUE,1,516,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,NA,TRUE
773,5,NA,1_2_7,0,TRUE,TRUE,TRUE,4,vero1_2_7,NA,NA,NA,NA,NA,5,5,5,2,FALSE,6,6,6,2,FALSE
516,5,NA,1_2_7,0,FALSE,FALSE,TRUE,1,773,6,6,6,2,TRUE,7,7,6,3,FALSE,6,7,7,1,FALSE
516,5,NA,1_2_7,0,FALSE,FALSE,TRUE,4,vero1_2_7,NA,NA,NA,NA,NA,NA,6,6,2,TRUE,5,5,5,3,FALSE
613,1,NA,1_3_7,0,TRUE,TRUE,TRUE,1,830,5,6,6,2,FALSE,6,6,6,NA,FALSE,5,4,5,2,FALSE
613,1,NA,1_3_7,0,TRUE,TRUE,TRUE,2,242,6,6,6,2,FALSE,6,6,6,NA,FALSE,5,5,5,NA,FALSE
613,1,NA,1_3_7,0,TRUE,TRUE,TRUE,4,vero1_3_7,NA,NA,NA,NA,NA,7,5,7,NA,FALSE,5,5,6,2,FALSE
242,2,NA,1_3_7,0,FALSE,FALSE,FALSE,1,613,7,6,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
242,2,NA,1_3_7,0,FALSE,FALSE,FALSE,2,830,7,7,4,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
242,2,NA,1_3_7,0,FALSE,FALSE,FALSE,4,vero1_3_7,NA,NA,NA,NA,NA,7,7,6,NA,FALSE,7,7,7,NA,FALSE
830,4,NA,1_3_7,0,FALSE,TRUE,TRUE,1,242,7,7,7,1,FALSE,7,7,7,1,TRUE,7,7,7,1,TRUE
830,4,NA,1_3_7,0,FALSE,TRUE,TRUE,2,613,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
830,4,NA,1_3_7,0,FALSE,TRUE,TRUE,4,vero1_3_7,NA,NA,NA,NA,NA,5,6,6,3,FALSE,5,6,5,3,FALSE
523,5,NA,1_4_7,0,TRUE,FALSE,TRUE,1,348,6,7,7,NA,TRUE,6,7,7,NA,TRUE,7,7,7,NA,TRUE
523,5,NA,1_4_7,0,TRUE,FALSE,TRUE,2,491,6,7,7,NA,TRUE,6,7,7,NA,TRUE,7,7,7,NA,TRUE
523,5,NA,1_4_7,0,TRUE,FALSE,TRUE,4,vero1_4_7,NA,NA,NA,NA,NA,6,5,7,NA,TRUE,7,7,7,NA,TRUE
491,5,NA,1_4_7,0,FALSE,FALSE,FALSE,1,523,6,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
491,5,NA,1_4_7,0,FALSE,FALSE,FALSE,2,348,6,7,7,1,TRUE,7,7,7,1,FALSE,7,7,6,1,FALSE
491,5,NA,1_4_7,0,FALSE,FALSE,FALSE,4,vero1_4_7,NA,NA,NA,NA,NA,6,7,7,1,FALSE,6,7,6,1,FALSE
348,5,NA,1_4_7,0,FALSE,TRUE,TRUE,1,523,6,6,6,NA,TRUE,6,6,6,NA,TRUE,7,7,7,NA,TRUE
348,5,NA,1_4_7,0,FALSE,TRUE,TRUE,2,491,4,4,6,3,FALSE,6,6,6,2,FALSE,6,6,6,NA,FALSE
348,5,NA,1_4_7,0,FALSE,TRUE,TRUE,4,vero1_4_7,NA,NA,NA,NA,NA,5,5,5,NA,FALSE,5,5,5,NA,FALSE
262,4,NA,1_5_7,0,TRUE,FALSE,FALSE,1,298,7,7,7,7,TRUE,7,7,7,7,TRUE,7,7,7,7,TRUE
262,4,NA,1_5_7,0,TRUE,FALSE,FALSE,4,vero1_5_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
298,2,NA,1_5_7,0,TRUE,TRUE,FALSE,1,262,5,6,6,1,FALSE,6,6,6,2,FALSE,6,6,6,1,TRUE
298,2,NA,1_5_7,0,TRUE,TRUE,FALSE,4,vero1_5_7,NA,NA,NA,NA,NA,5,4,5,5,FALSE,5,5,5,2,FALSE
249,1,NA,1_6_7,0,TRUE,TRUE,TRUE,1,990,7,7,7,7,TRUE,7,7,7,7,TRUE,7,7,7,7,TRUE
249,1,NA,1_6_7,0,TRUE,TRUE,TRUE,4,vero1_6_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,7,TRUE
990,4,NA,1_6_7,0,TRUE,TRUE,TRUE,1,249,5,7,NA,1,FALSE,4,5,4,4,FALSE,4,5,4,3,FALSE
990,4,NA,1_6_7,0,TRUE,TRUE,TRUE,4,vero1_6_7,NA,NA,NA,NA,NA,5,2,5,7,FALSE,5,4,5,7,FALSE
386,5,NA,2_7_7,0,FALSE,TRUE,TRUE,1,985,7,7,7,7,TRUE,7,7,7,NA,FALSE,7,7,7,1,FALSE
386,5,NA,2_7_7,0,FALSE,TRUE,TRUE,4,vero2_7_7,NA,NA,NA,NA,NA,4,7,4,3,FALSE,4,4,5,3,FALSE
985,4,NA,2_7_7,0,FALSE,TRUE,TRUE,1,386,5,6,5,NA,FALSE,5,5,5,1,TRUE,5,5,5,1,TRUE
985,4,NA,2_7_7,0,FALSE,TRUE,TRUE,4,vero2_7_7,NA,NA,NA,NA,NA,2,1,NA,3,FALSE,NA,NA,NA,3,FALSE
906,2,NA,2_8_7,0,TRUE,TRUE,TRUE,1,965,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
906,2,NA,2_8_7,0,TRUE,TRUE,TRUE,4,vero2_8_7,NA,NA,NA,NA,NA,3,2,2,3,FALSE,3,2,3,2,FALSE
965,5,NA,2_8_7,0,TRUE,TRUE,TRUE,1,906,7,6,6,1,TRUE,6,6,6,1,TRUE,7,6,6,1,TRUE
965,5,NA,2_8_7,0,TRUE,TRUE,TRUE,4,vero2_8_7,NA,NA,NA,NA,NA,5,6,5,2,FALSE,6,6,5,1,TRUE
630,5,NA,2_9_7,0,TRUE,TRUE,TRUE,1,637,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,NA,TRUE
630,5,NA,2_9_7,0,TRUE,TRUE,TRUE,4,vero2_9_7,NA,NA,NA,NA,NA,NA,2,2,4,FALSE,NA,NA,2,6,FALSE
637,4,NA,2_9_7,0,TRUE,TRUE,TRUE,1,630,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
637,4,NA,2_9_7,0,TRUE,TRUE,TRUE,4,vero2_9_7,NA,NA,NA,NA,NA,2,2,1,4,FALSE,1,1,2,3,FALSE
514,4,NA,2_10_7,0,TRUE,TRUE,TRUE,1,539,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
514,4,NA,2_10_7,0,TRUE,TRUE,TRUE,4,vero2_10_7,NA,NA,NA,NA,NA,2,2,2,6,FALSE,2,NA,NA,4,FALSE
539,2,NA,2_10_7,0,FALSE,FALSE,FALSE,1,514,6,7,7,1,TRUE,7,7,7,1,FALSE,7,7,7,6,TRUE
539,2,NA,2_10_7,0,FALSE,FALSE,FALSE,4,vero2_10_7,NA,NA,NA,NA,NA,3,5,6,4,TRUE,3,4,2,4,FALSE
190,4,NA,3_1_8,0,TRUE,TRUE,TRUE,1,430,7,7,7,7,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
190,4,NA,3_1_8,0,TRUE,TRUE,TRUE,2,761,7,7,7,7,FALSE,7,7,7,1,TRUE,7,7,7,NA,TRUE
190,4,NA,3_1_8,0,TRUE,TRUE,TRUE,4,vero3_1_8,NA,NA,NA,NA,NA,6,5,7,NA,TRUE,7,7,7,NA,TRUE
761,5,NA,3_1_8,0,FALSE,FALSE,FALSE,1,430,6,6,6,1,TRUE,6,6,7,1,TRUE,7,7,7,1,TRUE
761,5,NA,3_1_8,0,FALSE,FALSE,FALSE,2,190,6,6,6,1,FALSE,6,6,7,1,FALSE,7,7,7,1,FALSE
761,5,NA,3_1_8,0,FALSE,FALSE,FALSE,4,vero3_1_8,NA,NA,NA,NA,NA,4,6,5,1,FALSE,5,6,5,1,FALSE
430,1,NA,3_1_8,0,TRUE,FALSE,FALSE,1,761,6,6,6,NA,FALSE,6,6,6,NA,TRUE,6,6,6,NA,TRUE
430,1,NA,3_1_8,0,TRUE,FALSE,FALSE,2,190,6,6,6,NA,FALSE,6,6,6,NA,FALSE,6,6,6,NA,FALSE
430,1,NA,3_1_8,0,TRUE,FALSE,FALSE,4,vero3_1_8,NA,NA,NA,NA,NA,5,4,5,5,FALSE,5,2,5,4,FALSE
975,5,NA,1_2_8,0,TRUE,TRUE,TRUE,1,711,7,7,7,1,TRUE,7,7,7,NA,TRUE,6,6,6,NA,TRUE
975,5,NA,1_2_8,0,TRUE,TRUE,TRUE,4,vero1_2_8,NA,NA,NA,NA,NA,7,6,7,5,FALSE,3,2,3,6,FALSE
711,5,NA,1_2_8,0,TRUE,TRUE,TRUE,1,975,6,6,6,1,TRUE,6,6,6,NA,TRUE,6,6,6,NA,TRUE
711,5,NA,1_2_8,0,TRUE,TRUE,TRUE,2,AI,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
711,5,NA,1_2_8,0,TRUE,TRUE,TRUE,4,vero1_2_8,NA,NA,NA,NA,NA,4,4,6,NA,TRUE,4,5,4,NA,FALSE
891,5,NA,1_3_8,0,FALSE,TRUE,TRUE,1,680,4,4,3,1,TRUE,4,3,3,1,TRUE,4,3,3,4,TRUE
891,5,NA,1_3_8,0,FALSE,TRUE,TRUE,4,vero1_3_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
680,5,NA,1_3_8,0,TRUE,TRUE,TRUE,1,891,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
680,5,NA,1_3_8,0,TRUE,TRUE,TRUE,4,vero1_3_8,NA,NA,NA,NA,NA,2,2,2,3,FALSE,2,2,2,6,FALSE
888,5,NA,1_4_8,0,TRUE,TRUE,TRUE,1,882,6,6,6,1,TRUE,6,6,6,1,TRUE,6,6,6,1,TRUE
888,5,NA,1_4_8,0,TRUE,TRUE,TRUE,2,501 (510),6,6,6,1,FALSE,6,6,6,NA,TRUE,6,6,6,1,TRUE
888,5,NA,1_4_8,0,TRUE,TRUE,TRUE,4,vero1_4_8,NA,NA,NA,NA,NA,5,5,5,2,FALSE,5,4,5,2,FALSE
882,5,NA,1_4_8,0,FALSE,TRUE,FALSE,1,888,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
882,5,NA,1_4_8,0,FALSE,TRUE,FALSE,2,501 (510),4,5,5,3,FALSE,5,6,7,1,FALSE,5,6,6,NA,FALSE
882,5,NA,1_4_8,0,FALSE,TRUE,FALSE,4,vero1_4_8,NA,NA,NA,NA,NA,6,6,7,2,FALSE,7,6,7,2,TRUE
501 (510),5,NA,1_4_8,0,FALSE,FALSE,FALSE,1,888,5,4,5,NA,TRUE,6,6,6,NA,TRUE,7,6,6,NA,TRUE
501 (510),5,NA,1_4_8,0,FALSE,FALSE,FALSE,2,882,5,5,4,NA,FALSE,6,6,5,NA,FALSE,7,6,6,NA,FALSE
501 (510),5,NA,1_4_8,0,FALSE,FALSE,FALSE,4,vero1_4_8,NA,NA,NA,NA,NA,5,5,4,NA,FALSE,5,4,4,NA,FALSE
192,5,NA,1_5_8,0,TRUE,TRUE,TRUE,1,113,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
192,5,NA,1_5_8,0,TRUE,TRUE,TRUE,4,vero1_5_8,NA,NA,NA,NA,NA,5,3,6,1,FALSE,5,4,6,1,FALSE
113,5,NA,1_5_8,0,TRUE,TRUE,TRUE,1,192,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,NA,TRUE
113,5,NA,1_5_8,0,TRUE,TRUE,TRUE,4,vero1_5_8,NA,NA,NA,NA,NA,5,4,5,1,FALSE,5,4,5,NA,FALSE
560,4,NA,1_6_8,0,TRUE,TRUE,TRUE,1,552,7,NA,NA,1,TRUE,7,7,7,1,TRUE,7,7,7,NA,TRUE
560,4,NA,1_6_8,0,TRUE,TRUE,TRUE,4,vero1_6_8,NA,NA,NA,NA,NA,7,7,7,NA,FALSE,7,7,7,NA,TRUE
552,5,NA,1_6_8,0,TRUE,TRUE,TRUE,1,560,7,6,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
552,5,NA,1_6_8,0,TRUE,TRUE,TRUE,4,vero1_6_8,NA,NA,NA,NA,NA,4,5,4,3,FALSE,6,4,5,3,FALSE
493,2,NA,2_7_8,0,TRUE,TRUE,TRUE,1,219,6,6,6,NA,TRUE,6,6,6,1,TRUE,6,6,6,1,TRUE
493,2,NA,2_7_8,0,TRUE,TRUE,TRUE,4,vero2_7_8,NA,NA,NA,NA,NA,2,2,1,2,FALSE,2,2,1,2,FALSE
219,5,NA,2_7_8,0,TRUE,TRUE,TRUE,1,493,7,6,7,NA,TRUE,6,7,7,6,TRUE,7,7,7,1,TRUE
219,5,NA,2_7_8,0,TRUE,TRUE,TRUE,4,vero2_7_8,NA,NA,NA,NA,NA,4,5,4,4,TRUE,4,6,5,3,TRUE
727,4,NA,2_8_8,0,TRUE,TRUE,TRUE,1,319,7,7,7,NA,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
727,4,NA,2_8_8,0,TRUE,TRUE,TRUE,4,vero2_8_8,NA,NA,NA,NA,NA,4,3,4,2,FALSE,4,3,2,2,FALSE
319,1,NA,2_8_8,0,TRUE,TRUE,TRUE,1,727,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
319,1,NA,2_8_8,0,TRUE,TRUE,TRUE,4,vero2_8_8,NA,NA,NA,NA,NA,3,4,4,2,FALSE,5,4,4,3,FALSE
760,5,NA,2_9_8,0,TRUE,TRUE,TRUE,1,109,6,6,6,NA,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
760,5,NA,2_9_8,0,TRUE,TRUE,TRUE,4,vero2_9_8,NA,NA,NA,NA,NA,2,2,1,NA,FALSE,2,2,2,1,FALSE
109,4,NA,2_9_8,0,TRUE,TRUE,TRUE,1,760,7,7,7,1,TRUE,7,7,7,7,TRUE,7,7,7,1,TRUE
109,4,NA,2_9_8,0,TRUE,TRUE,TRUE,4,vero2_9_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,7,4,2,TRUE
230,5,NA,3_10_8,0,TRUE,TRUE,TRUE,1,541,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,FALSE
230,5,NA,3_10_8,0,TRUE,TRUE,TRUE,4,vero3_10_8,NA,NA,NA,NA,NA,7,6,7,2,FALSE,7,6,7,2,TRUE
541,5,NA,3_10_8,0,TRUE,TRUE,FALSE,1,230,6,7,6,2,TRUE,6,7,6,NA,TRUE,6,7,6,NA,TRUE
541,5,NA,3_10_8,0,TRUE,TRUE,FALSE,4,vero3_10_8,NA,NA,NA,NA,NA,5,5,6,4,FALSE,4,4,5,5,TRUE
849,5,NA,3_11_8,0,TRUE,TRUE,TRUE,1,804,6,6,5,5,FALSE,6,5,5,2,FALSE,5,5,5,3,FALSE
849,5,NA,3_11_8,0,TRUE,TRUE,TRUE,4,vero3_11_8,NA,NA,NA,NA,NA,4,3,4,3,FALSE,5,3,3,2,FALSE
804,4,NA,3_11_8,0,TRUE,TRUE,TRUE,1,849,7,6,7,1,TRUE,7,7,6,1,TRUE,7,7,7,NA,TRUE
804,4,NA,3_11_8,0,TRUE,TRUE,TRUE,4,vero3_11_8,NA,NA,NA,NA,NA,6,5,6,1,FALSE,6,6,6,NA,FALSE
606,4,NA,3_12_8,0,TRUE,TRUE,TRUE,1,914,7,7,7,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
606,4,NA,3_12_8,0,TRUE,TRUE,TRUE,4,vero3_12_8,NA,NA,NA,NA,NA,7,7,7,NA,FALSE,7,7,7,NA,FALSE
914,5,NA,3_12_8,0,TRUE,TRUE,TRUE,1,606,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
914,5,NA,3_12_8,0,TRUE,TRUE,TRUE,4,vero3_12_8,NA,NA,NA,NA,NA,7,6,6,NA,TRUE,6,6,6,NA,FALSE
824,4,NA,3_13_8,0,TRUE,TRUE,TRUE,1,744,3,2,NA,2,FALSE,4,4,3,1,FALSE,3,4,4,1,TRUE
824,4,NA,3_13_8,0,TRUE,TRUE,TRUE,4,vero3_13_8,NA,NA,NA,NA,NA,5,5,5,NA,TRUE,2,3,2,1,TRUE
744,4,NA,3_13_8,0,FALSE,FALSE,FALSE,1,824,7,7,7,5,FALSE,7,NA,7,1,FALSE,6,7,7,NA,FALSE
744,4,NA,3_13_8,0,FALSE,FALSE,FALSE,4,vero3_13_8,NA,NA,NA,NA,NA,7,7,7,2,FALSE,7,7,7,NA,FALSE
106,4,NA,4_5_4,0,TRUE,TRUE,TRUE,1,540,7,7,7,1,FALSE,7,7,7,1,TRUE,7,7,7,1,TRUE
106,4,NA,4_5_4,0,TRUE,TRUE,TRUE,4,vero4_5_4,NA,NA,NA,NA,NA,7,7,7,NA,TRUE,NA,7,NA,1,TRUE
108,4,NA,4_5_1,0,TRUE,TRUE,TRUE,1,326,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
108,4,NA,4_5_1,0,TRUE,TRUE,TRUE,2,179,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
108,4,NA,4_5_1,0,TRUE,TRUE,TRUE,4,vero4_5_1,NA,NA,NA,NA,NA,7,7,7,1,FALSE,7,7,7,1,FALSE
110,4,NA,4_3_5,0,FALSE,FALSE,TRUE,1,102,7,7,7,7,TRUE,7,7,7,7,TRUE,7,7,7,NA,FALSE
110,4,NA,4_3_5,0,FALSE,FALSE,TRUE,4,vero4_3_5,NA,NA,NA,NA,NA,7,7,7,7,FALSE,7,7,7,NA,FALSE
126,4,NA,4_2_6,0,TRUE,FALSE,TRUE,1,141,7,7,7,NA,TRUE,7,7,7,NA,FALSE,6,7,7,NA,FALSE
126,4,NA,4_2_6,0,TRUE,FALSE,TRUE,2,949,7,7,7,NA,FALSE,7,7,7,NA,FALSE,6,7,7,NA,FALSE
126,4,NA,4_2_6,0,TRUE,FALSE,TRUE,4,vero4_2_6,NA,NA,NA,NA,NA,7,7,6,NA,TRUE,7,7,7,NA,FALSE
127,4,NA,4_2_8,0,FALSE,TRUE,TRUE,1,999,NA,NA,6,NA,TRUE,7,NA,7,NA,TRUE,7,7,7,NA,TRUE
